month,product_group_id,product_group_name,market_revenue,revenue_amazon
2025-10-01,5,Dish Cleaning Machines,1632514304.0,208485648.0
2025-11-01,5,Dish Cleaning Machines,1584530432.0,187171776.0
2025-12-01,5,Dish Cleaning Machines,1478305792.0,189274512.0
2025-01-01,6,Microwave Cookers,1644005248.0,223087920.0
2025-02-01,6,Microwave Cookers,1689287296.0,210748080.0
2025-03-01,6,Microwave Cookers,1703507456.0,196669904.0
2025-04-01,6,Microwave Cookers,1603059584.0,212441216.0
2025-05-01,6,Microwave Cookers,1690867200.0,235699504.0
2025-06-01,6,Microwave Cookers,1513998208.0,213615136.0
2025-07-01,6,Microwave Cookers,1483613952.0,186701184.0
2025-08-01,6,Microwave Cookers,1450314240.0,209276288.0
2025-09-01,6,Microwave Cookers,1347240704.0,171970608.0
2025-10-01,6,Microwave Cookers,1255679744.0,162832720.0
2025-11-01,6,Microwave Cookers,1322381824.0,165209936.0
2025-12-01,6,Microwave Cookers,1297157888.0,180443440.0
2025-01-01,7,Kitchen Ventilation Systems,1000000000.0,107511576.0
2025-02-01,7,Kitchen Ventilation Systems,1000000000.0,105499896.0
2025-03-01,7,Kitchen Ventilation Systems,1000000000.0,109905936.0
2025-04-01,7,Kitchen Ventilation Systems,1000000000.0,107257568.0
2025-05-01,7,Kitchen Ventilation Systems,1000000000.0,104235880.0
2025-06-01,7,Kitchen Ventilation Systems,1000000000.0,109711752.0
2025-07-01,7,Kitchen Ventilation Systems,1000000000.0,100561504.0
2025-08-01,7,Kitchen Ventilation Systems,1000000000.0,107704464.0
2025-09-01,7,Kitchen Ventilation Systems,1000000000.0,108731152.0
2025-10-01,7,Kitchen Ventilation Systems,1000000000.0,113957792.0
2025-11-01,7,Kitchen Ventilation Systems,1000000000.0,117822560.0
2025-12-01,7,Kitchen Ventilation Systems,1000000000.0,102381448.0
2025-01-01,8,Integrated Stovetops,1484961408.0,148084736.0
2025-02-01,8,Integrated Stovetops,1457668352.0,146468144.0
2025-03-01,8,Integrated Stovetops,1511782016.0,133966160.0
2025-04-01,8,Integrated Stovetops,1259742208.0,135963968.0
2025-05-01,8,Integrated Stovetops,1468279680.0,128884384.0
2025-06-01,8,Integrated Stovetops,1432862464.0,114761376.0
2025-07-01,8,Integrated Stovetops,1553611520.0,134680640.0
2025-08-01,8,Integrated Stovetops,1688007168.0,148794880.0
2025-09-01,8,Integrated Stovetops,1515171712.0,153772144.0
2025-10-01,8,Integrated Stovetops,1677921280.0,152938768.0
2025-11-01,8,Integrated Stovetops,1499178496.0,144104896.0
2025-12-01,8,Integrated Stovetops,1758219776.0,158582288.0
2025-01-01,9,Cooking Appliances,1815874560.0,156788752.0
2025-02-01,9,Cooking Appliances,1443011968.0,151606512.0
2025-03-01,9,Cooking Appliances,1872550912.0,163050336.0
2025-04-01,9,Cooking Appliances,1549873280.0,135949232.0
2025-05-01,9,Cooking Appliances,1445530112.0,123087752.0
2025-06-01,9,Cooking Appliances,1531414400.0,138753440.0
2025-07-01,9,Cooking Appliances,1697655168.0,140855744.0
2025-08-01,9,Cooking Appliances,1580284672.0,144536176.0
2025-09-01,9,Cooking Appliances,1482640256.0,130654608.0
2025-10-01,9,Cooking Appliances,1436049792.0,146410720.0
2025-11-01,9,Cooking Appliances,1373789952.0,129647144.0
2025-12-01,9,Cooking Appliances,1555717760.0,131083088.0
2025-01-01,10,Baking Ovens,1646877056.0,179340928.0
2025-02-01,10,Baking Ovens,1613896320.0,158099104.0
2025-03-01,10,Baking Ovens,1131620992.0,121944944.0
2025-04-01,10,Baking Ovens,1301499520.0,131336392.0
2025-05-01,10,Baking Ovens,1387221248.0,143623888.0
2025-06-01,10,Baking Ovens,1588576896.0,170391680.0
2025-07-01,10,Baking Ovens,1819967232.0,174939600.0
2025-08-01,10,Baking Ovens,1852039936.0,174135008.0
2025-09-01,10,Baking Ovens,1794923136.0,154924832.0
2025-10-01,10,Baking Ovens,1578863488.0,157678576.0
2025-11-01,10,Baking Ovens,1620375040.0,186331712.0
2025-12-01,10,Baking Ovens,1410442112.0,140709168.0
2025-01-01,11,Climate Control Units,1000000000.0,137517936.0
2025-02-01,11,Climate Control Units,1000000000.0,138251296.0
2025-03-01,11,Climate Control Units,1000000000.0,138762560.0
2025-04-01,11,Climate Control Units,1000000000.0,138826832.0
2025-05-01,11,Climate Control Units,1000000000.0,143379520.0
2025-06-01,11,Climate Control Units,1000000000.0,142723712.0
2025-07-01,11,Climate Control Units,1000000000.0,146958736.0
2025-08-01,11,Climate Control Units,1000000000.0,147974688.0
2025-09-01,11,Climate Control Units,1000000000.0,139584064.0
2025-10-01,11,Climate Control Units,1000000000.0,142572416.0
2025-11-01,11,Climate Control Units,1000000000.0,143816608.0
2025-12-01,11,Climate Control Units,1000000000.0,141082592.0
2025-01-01,13,Digital Tablets,3674797056.0,401478624.0
2025-02-01,13,Digital Tablets,3280085760.0,461727456.0
2025-03-01,13,Digital Tablets,3214399232.0,426966720.0
2025-04-01,13,Digital Tablets,2829571072.0,394993600.0
2025-05-01,13,Digital Tablets,2501409792.0,391593984.0
2025-06-01,13,Digital Tablets,2753457664.0,380681408.0
2025-07-01,13,Digital Tablets,2705850112.0,326720128.0
2025-08-01,13,Digital Tablets,2676369664.0,380760000.0
2025-09-01,13,Digital Tablets,2690615296.0,410552096.0
2025-10-01,13,Digital Tablets,3349130240.0,412589152.0
2025-11-01,13,Digital Tablets,2613504000.0,414810688.0
2025-12-01,13,Digital Tablets,2852864000.0,417898560.0
2025-01-01,14,Display Screens,1549113984.0,585324352.0
2025-02-01,14,Display Screens,1536558848.0,530053248.0
2025-03-01,14,Display Screens,1475705728.0,636103360.0
2025-04-01,14,Display Screens,1459949440.0,538860032.0
2025-05-01,14,Display Screens,1553535616.0,624999168.0
2025-06-01,14,Display Screens,1544760448.0,611239680.0
2025-07-01,14,Display Screens,1587448576.0,646238016.0
2025-08-01,14,Display Screens,1522715520.0,659612224.0
2025-09-01,14,Display Screens,1529606656.0,631185600.0
2025-10-01,14,Display Screens,1447046272.0,490181632.0
2025-11-01,14,Display Screens,1534881536.0,533185792.0
2025-12-01,14,Display Screens,1455074688.0,530073824.0
2025-01-01,15,Mobile Phones & Refurbished Devices,38528724992.0,1970343296.0
2025-02-01,15,Mobile Phones & Refurbished Devices,38080290816.0,1966718976.0
2025-03-01,15,Mobile Phones & Refurbished Devices,36741849088.0,1808408576.0
2025-04-01,15,Mobile Phones & Refurbished Devices,38891106304.0,1917388544.0
2025-05-01,15,Mobile Phones & Refurbished Devices,36510945280.0,1629795584.0
2025-06-01,15,Mobile Phones & Refurbished Devices,36155949056.0,2281228544.0
2025-07-01,15,Mobile Phones & Refurbished Devices,34630332416.0,2543262208.0
2025-08-01,15,Mobile Phones & Refurbished Devices,37156962304.0,2640711168.0
2025-09-01,15,Mobile Phones & Refurbished Devices,34965856256.0,2460189696.0
2025-10-01,15,Mobile Phones & Refurbished Devices,39912529920.0,2626986752.0
2025-11-01,15,Mobile Phones & Refurbished Devices,41799430144.0,2247017728.0
2025-12-01,15,Mobile Phones & Refurbished Devices,34386464768.0,2433545984.0
2025-01-01,16,Flat-Screen TVs,12574516224.0,972648320.0
2025-02-01,16,Flat-Screen TVs,12637270016.0,935291840.0
2025-03-01,16,Flat-Screen TVs,11469774848.0,1046559424.0
2025-04-01,16,Flat-Screen TVs,12086554624.0,944459392.0
2025-05-01,16,Flat-Screen TVs,11427307520.0,825179968.0
2025-06-01,16,Flat-Screen TVs,12541775872.0,1053308800.0
2025-07-01,16,Flat-Screen TVs,13539229696.0,1021733056.0
2025-08-01,16,Flat-Screen TVs,13371667456.0,954212800.0
2025-09-01,16,Flat-Screen TVs,13102224384.0,1062858624.0
2025-10-01,16,Flat-Screen TVs,11295477760.0,964813760.0
2025-11-01,16,Flat-Screen TVs,11056933888.0,950762432.0
2025-12-01,16,Flat-Screen TVs,11979872256.0,1035846272.0
2025-01-01,17,Floor Cleaning Devices,4749279744.0,556530816.0
2025-02-01,17,Floor Cleaning Devices,4943922176.0,709450496.0
2025-03-01,17,Floor Cleaning Devices,5274598400.0,674364096.0
2025-04-01,17,Floor Cleaning Devices,5200988160.0,730556544.0
2025-05-01,17,Floor Cleaning Devices,5339685888.0,681528128.0
2025-06-01,17,Floor Cleaning Devices,5523985408.0,830113664.0
2025-07-01,17,Floor Cleaning Devices,5671300096.0,758442176.0
2025-08-01,17,Floor Cleaning Devices,4840125952.0,728714752.0
2025-09-01,17,Floor Cleaning Devices,5210632704.0,652684288.0
2025-10-01,17,Floor Cleaning Devices,5122018304.0,686596544.0
2025-11-01,17,Floor Cleaning Devices,5175293440.0,667166592.0
2025-12-01,17,Floor Cleaning Devices,5057442816.0,676146048.0
2025-01-01,18,Fabric Care Appliances,1388133888.0,217358032.0
2025-02-01,18,Fabric Care Appliances,1298132864.0,225796272.0
2025-03-01,18,Fabric Care Appliances,1354033408.0,216478128.0
2025-04-01,18,Fabric Care Appliances,1410036864.0,221454528.0
2025-05-01,18,Fabric Care Appliances,1384734976.0,204838896.0
2025-06-01,18,Fabric Care Appliances,1486056064.0,218573488.0
2025-07-01,18,Fabric Care Appliances,1483465088.0,202760208.0
2025-08-01,18,Fabric Care Appliances,1576117248.0,215706432.0
2025-09-01,18,Fabric Care Appliances,1548139008.0,220323408.0
2025-10-01,18,Fabric Care Appliances,1601435776.0,236067104.0
2025-11-01,18,Fabric Care Appliances,1605969536.0,241779552.0
2025-12-01,18,Fabric Care Appliances,1601567872.0,229376128.0
2025-01-01,19,Electric Cookware,1000000000.0,149014096.0
2025-02-01,19,Electric Cookware,1000000000.0,145039408.0
2025-03-01,19,Electric Cookware,1000000000.0,138336128.0
2025-04-01,19,Electric Cookware,1000000000.0,147318704.0
2025-05-01,19,Electric Cookware,1000000000.0,154879920.0
2025-06-01,19,Electric Cookware,1000000000.0,151944304.0
2025-07-01,19,Electric Cookware,1000000000.0,161965680.0
2025-08-01,19,Electric Cookware,1000000000.0,150101328.0
2025-09-01,19,Electric Cookware,1000000000.0,157161776.0
2025-10-01,19,Electric Cookware,1000000000.0,151262304.0
2025-11-01,19,Electric Cookware,1000000000.0,153677072.0
2025-12-01,19,Electric Cookware,1000000000.0,160392064.0
2025-01-01,21,Smart Wearables,2479376128.0,200551680.0
2025-02-01,21,Smart Wearables,2376915200.0,217938368.0
2025-03-01,21,Smart Wearables,2319231232.0,217530032.0
2025-04-01,21,Smart Wearables,2457213440.0,200450368.0
2025-05-01,21,Smart Wearables,2395454976.0,201461536.0
2025-06-01,21,Smart Wearables,2280856320.0,192608320.0
2025-07-01,21,Smart Wearables,2341814016.0,199099088.0
2025-08-01,21,Smart Wearables,2315716352.0,191486160.0
2025-09-01,21,Smart Wearables,2380760576.0,203235968.0
2025-10-01,21,Smart Wearables,2134685056.0,182872624.0
2025-11-01,21,Smart Wearables,2421497088.0,186685392.0
2025-12-01,21,Smart Wearables,2123088640.0,179825504.0
2025-01-01,23,Hot Beverage Machines,1794478080.0,254745152.0
2025-02-01,23,Hot Beverage Machines,1709315840.0,244664064.0
2025-03-01,23,Hot Beverage Machines,1733128960.0,295725824.0
2025-04-01,23,Hot Beverage Machines,1611295360.0,312042528.0
2025-05-01,23,Hot Beverage Machines,1482691328.0,318171232.0
2025-06-01,23,Hot Beverage Machines,1547963520.0,304193216.0
2025-07-01,23,Hot Beverage Machines,1647456768.0,243003776.0
2025-08-01,23,Hot Beverage Machines,1660876032.0,286980352.0
2025-09-01,23,Hot Beverage Machines,1543928960.0,314286080.0
2025-10-01,23,Hot Beverage Machines,1394817792.0,338804064.0
2025-11-01,23,Hot Beverage Machines,1560827136.0,348648256.0
2025-12-01,23,Hot Beverage Machines,1580423680.0,338162336.0
2025-01-01,26,Kitchen Prep Appliances,1452159744.0,216870896.0
2025-02-01,26,Kitchen Prep Appliances,1330300544.0,245665744.0
2025-03-01,26,Kitchen Prep Appliances,1377213952.0,218327760.0
2025-04-01,26,Kitchen Prep Appliances,1526895232.0,253988544.0
2025-05-01,26,Kitchen Prep Appliances,1532408192.0,229797296.0
2025-06-01,26,Kitchen Prep Appliances,1440708224.0,228368416.0
2025-07-01,26,Kitchen Prep Appliances,1526234496.0,214060752.0
2025-08-01,26,Kitchen Prep Appliances,1524188672.0,232720896.0
2025-09-01,26,Kitchen Prep Appliances,1324722432.0,216985792.0
2025-10-01,26,Kitchen Prep Appliances,1599443584.0,239637328.0
2025-11-01,26,Kitchen Prep Appliances,1407630464.0,223381312.0
2025-12-01,26,Kitchen Prep Appliances,1425304320.0,213279232.0
2025-01-01,27,Electric Razors,1000000000.0,244029760.0
2025-02-01,27,Electric Razors,1000000000.0,226937360.0
2025-03-01,27,Electric Razors,1000000000.0,254354320.0
2025-04-01,27,Electric Razors,1000000000.0,248695568.0
2025-05-01,27,Electric Razors,1000000000.0,244583264.0
2025-06-01,27,Electric Razors,1000000000.0,237403552.0
2025-07-01,27,Electric Razors,1000000000.0,234185872.0
2025-08-01,27,Electric Razors,1000000000.0,237204144.0
2025-09-01,27,Electric Razors,1000000000.0,234708320.0
2025-10-01,27,Electric Razors,1000000000.0,241283712.0
2025-11-01,27,Electric Razors,1000000000.0,246368608.0
2025-12-01,27,Electric Razors,1000000000.0,243013136.0
2025-01-01,29,All-in-One Printers & Printers,1000000000.0,220477872.0
2025-02-01,29,All-in-One Printers & Printers,1000000000.0,213803632.0
2025-03-01,29,All-in-One Printers & Printers,1000000000.0,204948496.0
2025-04-01,29,All-in-One Printers & Printers,1000000000.0,210485376.0
2025-05-01,29,All-in-One Printers & Printers,1000000000.0,212131072.0
2025-06-01,29,All-in-One Printers & Printers,1000000000.0,212001760.0
2025-07-01,29,All-in-One Printers & Printers,1000000000.0,193868688.0
2025-08-01,29,All-in-One Printers & Printers,1000000000.0,209640704.0
2025-09-01,29,All-in-One Printers & Printers,1000000000.0,193429328.0
2025-10-01,29,All-in-One Printers & Printers,1000000000.0,198388672.0
2025-11-01,29,All-in-One Printers & Printers,1000000000.0,211104352.0
2025-12-01,29,All-in-One Printers & Printers,1000000000.0,212468960.0
2025-01-01,30,Electric Kettles & Heaters,1000000000.0,130561128.0
2025-02-01,30,Electric Kettles & Heaters,1000000000.0,130207824.0
2025-03-01,30,Electric Kettles & Heaters,1000000000.0,130407680.0
2025-04-01,30,Electric Kettles & Heaters,1000000000.0,136309760.0
2025-05-01,30,Electric Kettles & Heaters,1000000000.0,131053488.0
2025-06-01,30,Electric Kettles & Heaters,1000000000.0,134307904.0
2025-07-01,30,Electric Kettles & Heaters,1000000000.0,136930800.0
2025-08-01,30,Electric Kettles & Heaters,1000000000.0,135419408.0
2025-09-01,30,Electric Kettles & Heaters,1000000000.0,127657232.0
2025-10-01,30,Electric Kettles & Heaters,1000000000.0,129188768.0
2025-11-01,30,Electric Kettles & Heaters,1000000000.0,127212712.0
2025-12-01,30,Electric Kettles & Heaters,1000000000.0,126974016.0
2025-01-01,34,Sandwich Makers & Grills,1000000000.0,161069008.0
2025-02-01,34,Sandwich Makers & Grills,1000000000.0,147618992.0
2025-03-01,34,Sandwich Makers & Grills,1000000000.0,171154064.0
2025-04-01,34,Sandwich Makers & Grills,1000000000.0,153137216.0
2025-05-01,34,Sandwich Makers & Grills,1000000000.0,167643184.0
2025-06-01,34,Sandwich Makers & Grills,1000000000.0,146610432.0
2025-07-01,34,Sandwich Makers & Grills,1000000000.0,158155312.0
2025-08-01,34,Sandwich Makers & Grills,1000000000.0,163577664.0
2025-09-01,34,Sandwich Makers & Grills,1000000000.0,166625680.0
2025-10-01,34,Sandwich Makers & Grills,1000000000.0,163657872.0
2025-11-01,34,Sandwich Makers & Grills,1000000000.0,148575088.0
2025-12-01,34,Sandwich Makers & Grills,1000000000.0,165450640.0
2025-01-01,36,Mice & Keyboards,1368163840.0,457934912.0
2025-02-01,36,Mice & Keyboards,1294021248.0,458275936.0
2025-03-01,36,Mice & Keyboards,1432343936.0,464362752.0
2025-04-01,36,Mice & Keyboards,1493473536.0,457288544.0
2025-05-01,36,Mice & Keyboards,1460282368.0,432757248.0
2025-06-01,36,Mice & Keyboards,1559925120.0,422389024.0
2025-07-01,36,Mice & Keyboards,1487200512.0,402664128.0
2025-08-01,36,Mice & Keyboards,1416021248.0,411636672.0
2025-09-01,36,Mice & Keyboards,1654848256.0,381469344.0
2025-10-01,36,Mice & Keyboards,1401219328.0,405502496.0
2025-11-01,36,Mice & Keyboards,1409670656.0,441680384.0
2025-12-01,36,Mice & Keyboards,1856476928.0,492046880.0
2025-01-01,39,Desktop Computers,1721476608.0,378547136.0
2025-02-01,39,Desktop Computers,1483034496.0,340405088.0
2025-03-01,39,Desktop Computers,1746948736.0,427394816.0
2025-04-01,39,Desktop Computers,1533100544.0,479423680.0
2025-05-01,39,Desktop Computers,1626580352.0,522856416.0
2025-06-01,39,Desktop Computers,1493927040.0,418725152.0
2025-07-01,39,Desktop Computers,1379219712.0,454790752.0
2025-08-01,39,Desktop Computers,1312272768.0,431589088.0
2025-09-01,39,Desktop Computers,1283560320.0,440103392.0
2025-10-01,39,Desktop Computers,1708113408.0,478228288.0
2025-11-01,39,Desktop Computers,1390245376.0,450552704.0
2025-12-01,39,Desktop Computers,1338598656.0,421823488.0
2025-01-01,40,Audio Headsets,3416962816.0,565445568.0
2025-02-01,40,Audio Headsets,2772526080.0,438603168.0
2025-03-01,40,Audio Headsets,3781335552.0,544657920.0
2025-04-01,40,Audio Headsets,4145368832.0,545211904.0
2025-05-01,40,Audio Headsets,3585803776.0,543085312.0
2025-06-01,40,Audio Headsets,4126136064.0,496430496.0
2025-07-01,40,Audio Headsets,4012077568.0,496405056.0
2025-08-01,40,Audio Headsets,3804697344.0,469067424.0
2025-09-01,40,Audio Headsets,3884878336.0,414177376.0
2025-10-01,40,Audio Headsets,3430888448.0,395637056.0
2025-11-01,40,Audio Headsets,3381119744.0,380038496.0
2025-12-01,40,Audio Headsets,3668079616.0,473154752.0
2025-01-01,43,Communication Gadgets,1509864960.0,344775456.0
2025-02-01,43,Communication Gadgets,1551239552.0,372465888.0
2025-03-01,43,Communication Gadgets,1538396416.0,353484736.0
2025-04-01,43,Communication Gadgets,1405311488.0,334743392.0
2025-05-01,43,Communication Gadgets,1610582656.0,415377248.0
2025-06-01,43,Communication Gadgets,1508803328.0,373157632.0
2025-07-01,43,Communication Gadgets,1442911104.0,416410912.0
2025-08-01,43,Communication Gadgets,1642251520.0,368571904.0
2025-09-01,43,Communication Gadgets,1448760704.0,361856608.0
2025-10-01,43,Communication Gadgets,1691303808.0,366392928.0
2025-11-01,43,Communication Gadgets,1559291008.0,349056416.0
2025-12-01,43,Communication Gadgets,1590788736.0,406401440.0
