month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-11-01,16,Flat-Screen TVs,10826137600.0,1085247232.0
2024-12-01,16,Flat-Screen TVs,10368752640.0,885342528.0
2024-01-01,17,Floor Cleaning Devices,4211072768.0,753818688.0
2024-02-01,17,Floor Cleaning Devices,4168495872.0,768647808.0
2024-03-01,17,Floor Cleaning Devices,4689980416.0,783414336.0
2024-04-01,17,Floor Cleaning Devices,4734328832.0,780785728.0
2024-05-01,17,Floor Cleaning Devices,4847521280.0,826966784.0
2024-06-01,17,Floor Cleaning Devices,4896758272.0,812147072.0
2024-07-01,17,Floor Cleaning Devices,4803854848.0,838803456.0
2024-08-01,17,Floor Cleaning Devices,4623417344.0,759968000.0
2024-09-01,17,Floor Cleaning Devices,4423022592.0,766240512.0
2024-10-01,17,Floor Cleaning Devices,4488009216.0,762146880.0
2024-11-01,17,Floor Cleaning Devices,4995069952.0,771889856.0
2024-12-01,17,Floor Cleaning Devices,4402950656.0,765620928.0
2024-01-01,18,Fabric Care Appliances,1759036928.0,260450224.0
2024-02-01,18,Fabric Care Appliances,1567401472.0,172459840.0
2024-03-01,18,Fabric Care Appliances,1597732224.0,230374608.0
2024-04-01,18,Fabric Care Appliances,1496821120.0,235224752.0
2024-05-01,18,Fabric Care Appliances,1501229568.0,219590352.0
2024-06-01,18,Fabric Care Appliances,1761875328.0,256713840.0
2024-07-01,18,Fabric Care Appliances,1437901312.0,247959808.0
2024-08-01,18,Fabric Care Appliances,1495971456.0,252712480.0
2024-09-01,18,Fabric Care Appliances,1541041408.0,249029712.0
2024-10-01,18,Fabric Care Appliances,1471303040.0,243770624.0
2024-11-01,18,Fabric Care Appliances,1812723456.0,267494432.0
2024-12-01,18,Fabric Care Appliances,1619963776.0,267751744.0
2024-01-01,19,Electric Cookware,1000000000.0,149830048.0
2024-02-01,19,Electric Cookware,1000000000.0,148211376.0
2024-03-01,19,Electric Cookware,1000000000.0,136251184.0
2024-04-01,19,Electric Cookware,1000000000.0,155455504.0
2024-05-01,19,Electric Cookware,1000000000.0,158305360.0
2024-06-01,19,Electric Cookware,1000000000.0,139237360.0
2024-07-01,19,Electric Cookware,1000000000.0,144592672.0
2024-08-01,19,Electric Cookware,1000000000.0,141961424.0
2024-09-01,19,Electric Cookware,1000000000.0,147114000.0
2024-10-01,19,Electric Cookware,1000000000.0,146829136.0
2024-11-01,19,Electric Cookware,1000000000.0,146372432.0
2024-12-01,19,Electric Cookware,1000000000.0,130122128.0
2024-01-01,21,Smart Wearables,2483431936.0,217626880.0
2024-02-01,21,Smart Wearables,2602984960.0,241050640.0
2024-03-01,21,Smart Wearables,2614680064.0,212573632.0
2024-04-01,21,Smart Wearables,2616558336.0,184000640.0
2024-05-01,21,Smart Wearables,2500056064.0,228074336.0
2024-06-01,21,Smart Wearables,2410554112.0,217317040.0
2024-07-01,21,Smart Wearables,2538010880.0,186550160.0
2024-08-01,21,Smart Wearables,2432837888.0,167113056.0
2024-09-01,21,Smart Wearables,2343638272.0,189492464.0
2024-10-01,21,Smart Wearables,2665424640.0,211628752.0
2024-11-01,21,Smart Wearables,2393037056.0,186363840.0
2024-12-01,21,Smart Wearables,2373049344.0,191964896.0
2024-01-01,23,Hot Beverage Machines,1593939584.0,294536000.0
2024-02-01,23,Hot Beverage Machines,1487518848.0,326259200.0
2024-03-01,23,Hot Beverage Machines,1488295296.0,324354848.0
2024-04-01,23,Hot Beverage Machines,1427558528.0,279360352.0
2024-05-01,23,Hot Beverage Machines,1613757440.0,314190080.0
2024-06-01,23,Hot Beverage Machines,1411357440.0,288456416.0
2024-07-01,23,Hot Beverage Machines,1364335744.0,281295424.0
2024-08-01,23,Hot Beverage Machines,1474340480.0,281385856.0
2024-09-01,23,Hot Beverage Machines,1414877952.0,280040192.0
2024-10-01,23,Hot Beverage Machines,1529665280.0,270150400.0
2024-11-01,23,Hot Beverage Machines,1446876288.0,259622928.0
2024-12-01,23,Hot Beverage Machines,1458709888.0,272813312.0
2024-01-01,26,Kitchen Prep Appliances,1585905536.0,224939856.0
2024-02-01,26,Kitchen Prep Appliances,1573031296.0,225546640.0
2024-03-01,26,Kitchen Prep Appliances,1614424576.0,247883616.0
2024-04-01,26,Kitchen Prep Appliances,1855900416.0,225580992.0
2024-05-01,26,Kitchen Prep Appliances,1688540800.0,238199280.0
2024-06-01,26,Kitchen Prep Appliances,1669987712.0,240674448.0
2024-07-01,26,Kitchen Prep Appliances,1530495488.0,235679296.0
2024-08-01,26,Kitchen Prep Appliances,1758626688.0,244104960.0
2024-09-01,26,Kitchen Prep Appliances,1579687168.0,251750304.0
2024-10-01,26,Kitchen Prep Appliances,1710418816.0,230345872.0
2024-11-01,26,Kitchen Prep Appliances,1363193856.0,212700896.0
2024-12-01,26,Kitchen Prep Appliances,1807251712.0,239728800.0
2024-01-01,27,Electric Razors,1000000000.0,272743552.0
2024-02-01,27,Electric Razors,1000000000.0,271360032.0
2024-03-01,27,Electric Razors,1000000000.0,244791440.0
2024-04-01,27,Electric Razors,1000000000.0,276510816.0
2024-05-01,27,Electric Razors,1000000000.0,255385280.0
2024-06-01,27,Electric Razors,1000000000.0,256731472.0
2024-07-01,27,Electric Razors,1000000000.0,250341600.0
2024-08-01,27,Electric Razors,1000000000.0,266169248.0
2024-09-01,27,Electric Razors,1000000000.0,261708080.0
2024-10-01,27,Electric Razors,1000000000.0,259047360.0
2024-11-01,27,Electric Razors,1000000000.0,267439664.0
2024-12-01,27,Electric Razors,1000000000.0,268203488.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,222600848.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,221817648.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,210869152.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,222065520.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,217399824.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,207915488.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,209777184.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,221085184.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,204057040.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,203275792.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,205484560.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,211778576.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,133321288.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,130766888.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,135914608.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,137048096.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,132911648.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,136883776.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,139058608.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,138334592.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,138982464.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,137054016.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,135557504.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,135657616.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,151140736.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,152909440.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,163452720.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,153099392.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,152852048.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,149371152.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,149427104.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,164081328.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,153941280.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,156892160.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,149632448.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,166312480.0
2024-01-01,36,Mice & Keyboards,1534680576.0,446761248.0
2024-02-01,36,Mice & Keyboards,1436080256.0,441437536.0
2024-03-01,36,Mice & Keyboards,1488322816.0,464929760.0
2024-04-01,36,Mice & Keyboards,1463485184.0,428906560.0
2024-05-01,36,Mice & Keyboards,1461006720.0,425484928.0
2024-06-01,36,Mice & Keyboards,1469548416.0,374910112.0
2024-07-01,36,Mice & Keyboards,1467282688.0,418010400.0
2024-08-01,36,Mice & Keyboards,1426454912.0,352375712.0
2024-09-01,36,Mice & Keyboards,1461997696.0,392301024.0
2024-10-01,36,Mice & Keyboards,1507516160.0,412507456.0
2024-11-01,36,Mice & Keyboards,1391599872.0,466665952.0
2024-12-01,36,Mice & Keyboards,1726403968.0,425690368.0
2024-01-01,39,Desktop Computers,1573367040.0,404858176.0
2024-02-01,39,Desktop Computers,1400712960.0,407278208.0
2024-03-01,39,Desktop Computers,1586507136.0,384408192.0
2024-04-01,39,Desktop Computers,1571896576.0,471831872.0
2024-05-01,39,Desktop Computers,1695482496.0,460644480.0
2024-06-01,39,Desktop Computers,1597226496.0,509685920.0
2024-07-01,39,Desktop Computers,1693976064.0,553069248.0
2024-08-01,39,Desktop Computers,1758675456.0,512930592.0
2024-09-01,39,Desktop Computers,1590461184.0,435264192.0
2024-10-01,39,Desktop Computers,1849523712.0,506384864.0
2024-11-01,39,Desktop Computers,1822760448.0,479573184.0
2024-12-01,39,Desktop Computers,1618498560.0,408825120.0
2024-01-01,40,Audio Headsets,2715849984.0,370039968.0
2024-02-01,40,Audio Headsets,3062396160.0,383989504.0
2024-03-01,40,Audio Headsets,4202376448.0,555761792.0
2024-04-01,40,Audio Headsets,4293255680.0,525566624.0
2024-05-01,40,Audio Headsets,4150488320.0,599010112.0
2024-06-01,40,Audio Headsets,3840096512.0,468527904.0
2024-07-01,40,Audio Headsets,4457734144.0,571359872.0
2024-08-01,40,Audio Headsets,4106513920.0,438603744.0
2024-09-01,40,Audio Headsets,4034853632.0,344522752.0
2024-10-01,40,Audio Headsets,4143633152.0,424023552.0
2024-11-01,40,Audio Headsets,3378561280.0,387103424.0
2024-12-01,40,Audio Headsets,4287097344.0,574589632.0
2024-01-01,43,Communication Gadgets,1505226112.0,334643840.0
2024-02-01,43,Communication Gadgets,1724576000.0,352569632.0
2024-03-01,43,Communication Gadgets,1789740032.0,314685376.0
2024-04-01,43,Communication Gadgets,1721216000.0,318829568.0
2024-05-01,43,Communication Gadgets,1699668096.0,247332208.0
2024-06-01,43,Communication Gadgets,1778921472.0,345242400.0
2024-07-01,43,Communication Gadgets,1682731520.0,326348608.0
2024-08-01,43,Communication Gadgets,1667489024.0,338989504.0
2024-09-01,43,Communication Gadgets,1468015616.0,309769344.0
2024-10-01,43,Communication Gadgets,1612262912.0,309769344.0
2024-11-01,43,Communication Gadgets,1488054272.0,349304416.0
2024-12-01,43,Communication Gadgets,1563573760.0,314651520.0
